campaign_id,customer_id,email_sent,opened,clicked,converted,revenue_generated,campaign_date,is_synthetic
CAMP_005,8d1193724ee7bbbbcf7d31d1bd3f6722,1,1,0,0,0.0,2018-08-09,1
CAMP_008,d5665800889a13d89546d8bab8f1c064,1,0,0,0,0.0,2018-01-13,1
CAMP_001,b10ad793f6d2cc31b08a3b8366f3d251,1,1,1,0,0.0,2018-05-08,1
CAMP_007,98f65b8fa9379231a7c62bdd011ee434,1,1,1,0,0.0,2018-06-26,1
CAMP_007,4a875173bfb6a79bc80ade998b70132e,1,0,0,0,0.0,2018-08-23,1
CAMP_003,eaaacf9177b86ea5969fcdd92f225a1d,1,1,1,0,0.0,2018-02-23,1
CAMP_006,7108c2b8b62f2855e7a6570ba2fb9b39,1,1,0,0,0.0,2018-01-13,1
CAMP_002,f195ee766317069e1edc7568f7f6e8de,1,1,0,0,0.0,2018-04-22,1
CAMP_007,20225309debb0a9e1031b180d6133758,1,1,1,0,0.0,2018-05-31,1
CAMP_006,272fe23cbba5cc6c8fd54636eb56937f,1,0,0,0,0.0,2018-02-22,1
CAMP_003,b05241b0ef717b0b9f6f1f7ad3cd1566,1,1,0,0,0.0,2018-08-25,1
CAMP_001,1a32f102c11b91156379253cb770aac3,1,0,0,0,0.0,2018-07-02,1
CAMP_008,48c071a0d0368a69b63e1332a4d0b6b9,1,1,1,1,240.75,2018-01-25,1
CAMP_004,5cce1bd373a2348ab2b6f52f594ef6d2,1,0,0,0,0.0,2018-06-28,1
CAMP_008,cadb385cc1299451df18febff40aabc9,1,1,0,0,0.0,2018-01-22,1
CAMP_006,c2929bce5f53bdea31e2d1d4e3796e07,1,1,0,0,0.0,2018-01-10,1
CAMP_007,6e1550b8966f327f29bc06b18972dbec,1,0,0,0,0.0,2018-07-16,1
CAMP_007,99f2916465c2536fc37f304e3eec684c,1,1,0,0,0.0,2018-06-05,1
CAMP_002,4706721f3a6d9c24567ee139423d530a,1,1,0,0,0.0,2018-01-22,1
CAMP_003,334054ef166f76dd657564ac53c858fc,1,0,0,0,0.0,2018-06-13,1
CAMP_004,d73d004de3aed3966af479e76177235f,1,0,0,0,0.0,2018-03-12,1
CAMP_004,888e90e1ccb89eab92b0927fb06750f2,1,1,1,0,0.0,2018-04-01,1
CAMP_001,a2fd4291f10d19ae29da6126c6f08ad0,1,0,0,0,0.0,2018-07-20,1
CAMP_005,e54f6586beffb984205c5c8af985848b,1,0,0,0,0.0,2018-02-25,1
CAMP_002,c1d4e6f1d2d9aa0a947b6b0c42b5597d,1,0,0,0,0.0,2018-08-04,1
CAMP_006,9a3deeff34ac02910ea88b8fe9088066,1,0,0,0,0.0,2018-08-29,1
CAMP_006,394f968dcd74016bb253218cc54efc04,1,1,1,0,0.0,2018-04-30,1
CAMP_008,2b85ec29465d3698c94e89a255767977,1,0,0,0,0.0,2018-05-28,1
CAMP_006,201c72d7a094d84c55f00c6cd0a5223e,1,1,0,0,0.0,2018-08-24,1
CAMP_003,9ddeba30247103c327c3f3edbcb52438,1,1,1,0,0.0,2018-05-07,1
CAMP_008,0a5f289d0908859e4f749900cfaa6eb9,1,1,1,0,0.0,2018-01-30,1
CAMP_004,8b4c19edf2c5859dd525115ef29ff41a,1,1,0,0,0.0,2018-03-11,1
CAMP_003,c1c2fffe3d49911803df2e157bee7aa0,1,1,1,1,187.7,2018-06-25,1
CAMP_008,c6f70f6262d971489361b0d4fb0936ed,1,1,0,0,0.0,2018-02-26,1
CAMP_003,811c9b54f0a0a0a96dc95e4c7bf82769,1,0,0,0,0.0,2018-03-14,1
CAMP_001,f9510d1d8e42a7c06b49dd9a7c5f9654,1,0,0,0,0.0,2018-06-30,1
CAMP_004,3430a6a9a12567954dd8f1f73d01b62d,1,1,0,0,0.0,2018-06-20,1
CAMP_007,51d368d03eceff9882c5870827f9ce0e,1,0,0,0,0.0,2018-04-05,1
CAMP_002,391d6062da3dd65b4de4524f28c478de,1,0,0,0,0.0,2018-01-27,1
CAMP_004,9f38e77b156597e4e78da8da93e9d1d5,1,1,1,0,0.0,2018-03-06,1
CAMP_002,36f410e8008ce34a588055040f2dc7d1,1,1,1,0,0.0,2018-02-01,1
CAMP_006,ce8db2920839d8b1491fdc0a78ecaed8,1,0,0,0,0.0,2018-08-08,1
CAMP_004,82a7dec4fddec9bb2e7bab5fda69245b,1,1,0,0,0.0,2018-03-18,1
CAMP_003,419013301b30ef6f2c7f5e9bb779bfbd,1,1,1,0,0.0,2018-05-02,1
CAMP_002,a5a4dda10a759bf8a54f75817f7f6fcd,1,1,1,1,151.29,2018-07-09,1
CAMP_005,a5b426944dd8048820716aba080e0fa1,1,0,0,0,0.0,2018-08-02,1
CAMP_006,8045205bfc8a9aa6ebaaf6368059f6f8,1,1,0,0,0.0,2018-06-17,1
CAMP_008,e191f967ed2ad2b93ad1c8117e6daa1a,1,0,0,0,0.0,2018-05-22,1
CAMP_004,1805cf17dbca7e07af3ad3ac6d734b4b,1,0,0,0,0.0,2018-01-13,1
CAMP_002,0064c96f536ac6250275482221834154,1,1,1,0,0.0,2018-02-11,1
CAMP_007,15e7db1a91796057bc202d9ac3495df0,1,0,0,0,0.0,2018-04-05,1
CAMP_006,2c10614a03d9c0368d939ba56d0b54d3,1,1,0,0,0.0,2018-01-30,1
CAMP_006,bb64830e1c89bffc295f3aaed115cdd6,1,0,0,0,0.0,2018-03-01,1
CAMP_001,d91ddce4cf48379d62b74ff3c55f361d,1,1,0,0,0.0,2018-08-26,1
CAMP_003,e00e4729dc3640a095c3cdcbe12bdf00,1,0,0,0,0.0,2018-01-03,1
CAMP_007,acad1f23b6be16378a804784ef4c3421,1,1,0,0,0.0,2018-06-02,1
CAMP_007,66ef0f6dcdc95b7e600de7636185ec99,1,1,0,0,0.0,2018-06-12,1
CAMP_004,b19113a45e82b57d787148be17eb9bf2,1,0,0,0,0.0,2018-08-16,1
CAMP_007,c7dedcce1d764b080f1ca6061b669351,1,0,0,0,0.0,2018-07-26,1
CAMP_007,bb6acc4233d0bdefa0105ce60a0aa4f1,1,0,0,0,0.0,2018-04-29,1
CAMP_004,a725f9b4c552a95b981d51435ec1cd43,1,1,0,0,0.0,2018-08-11,1
CAMP_008,5e15b48219b4d7853292325d892f9c7f,1,1,0,0,0.0,2018-04-10,1
CAMP_003,97589b6fa0b2d64caa1904274de130ef,1,1,0,0,0.0,2018-01-19,1
CAMP_002,15072151aa98cf4ee2cccddf6b87f080,1,1,1,1,155.45,2018-06-10,1
CAMP_006,e0c3aaad51e0c7b6339ea1b589de52fb,1,0,0,0,0.0,2018-07-23,1
CAMP_006,640345c8a465a0ab5136a7a1bc10d9b6,1,0,0,0,0.0,2018-02-24,1
CAMP_002,af951535e9bcb0aa23ebe54bd60c4056,1,0,0,0,0.0,2018-01-24,1
CAMP_007,0a26f4521f4fc88f90d29a5ebc930e63,1,0,0,0,0.0,2018-06-10,1
CAMP_002,aeb60b971e54df6473d586ada758ca72,1,1,0,0,0.0,2018-06-19,1
CAMP_007,9d5436ae02eadf36b1665cd72c23c03d,1,1,0,0,0.0,2018-02-17,1
CAMP_001,a2c789924370b9d7cb3b8b16dee583ca,1,0,0,0,0.0,2018-04-27,1
CAMP_007,f988e05b9c8653f57178a723dc42cfe9,1,1,0,0,0.0,2018-08-24,1
CAMP_007,5cf4e0deb70db6783df2d23d7db1f9b1,1,0,0,0,0.0,2018-06-03,1
CAMP_007,75dff8d19787e21eca5888a3b2ec5e6b,1,1,0,0,0.0,2018-05-17,1
CAMP_006,cf4922583bc9464b982a731f35d5ab0d,1,1,0,0,0.0,2018-07-18,1
CAMP_004,6ccf80cb99d25d93c2419c2d6130ee00,1,1,0,0,0.0,2018-08-23,1
CAMP_006,65a6ec5d6e6e86bc43a2cbf235be4675,1,1,0,0,0.0,2018-08-23,1
CAMP_003,819c6555091e32518b25fc90fee43660,1,0,0,0,0.0,2018-07-06,1
CAMP_007,7e31415f61783fa07f33a486fccdf9b9,1,0,0,0,0.0,2018-04-26,1
CAMP_005,33cb9fa1317cf6ec1b42006bd98eb038,1,1,0,0,0.0,2018-01-28,1
CAMP_004,176d944651abc55b63903ec660b8f0e8,1,0,0,0,0.0,2018-01-03,1
CAMP_005,7cad00a24469d2a575c234ede0e1ac87,1,1,1,0,0.0,2018-06-04,1
CAMP_005,7e6c2778b54ad2dd4f5832646556873e,1,1,1,0,0.0,2018-07-08,1
CAMP_001,4caa1eddb0d07179c6062964918c87fa,1,0,0,0,0.0,2018-05-27,1
CAMP_002,1024d89da874e3e84179752404838ab0,1,1,0,0,0.0,2018-08-07,1
CAMP_002,0b9af26a5052b75fecb899c87503924a,1,1,0,0,0.0,2018-01-31,1
CAMP_001,7d8b6151fc4a95213c0e97795fa0f496,1,1,0,0,0.0,2018-05-16,1
CAMP_004,bfa83f01d2982ad63ce61fd220ac5d98,1,1,1,0,0.0,2018-07-04,1
CAMP_006,6dfebea9c80b931762d19f3276d82280,1,0,0,0,0.0,2018-02-25,1
CAMP_006,ef122c099f6d585391a367fa6512d717,1,1,0,0,0.0,2018-01-31,1
CAMP_004,2f55399d3fe14896b29d99d8c16d309e,1,1,0,0,0.0,2018-06-22,1
CAMP_007,169207d4ed01471bc7f735a9749772fb,1,0,0,0,0.0,2018-05-05,1
CAMP_005,8b69be8a3ea064793aafcbdc692c8472,1,1,0,0,0.0,2018-02-20,1
CAMP_001,b619178eb4f697c3283943612910230a,1,1,1,0,0.0,2018-03-15,1
CAMP_007,eb5e77818ce6373c00e2a0808d026123,1,1,0,0,0.0,2018-04-13,1
CAMP_005,fa09d685759fe05a524c8563253344f3,1,0,0,0,0.0,2018-06-19,1
CAMP_006,48d507ee019c7817799a9b5de4918d23,1,0,0,0,0.0,2018-07-15,1
CAMP_005,a8b4b512c8bfe17177791db87cc83a95,1,0,0,0,0.0,2018-07-07,1
CAMP_005,18af4524eed79155034a9374880c5078,1,1,0,0,0.0,2018-01-30,1
CAMP_001,f1117bb20d676cd1cb7ccddee694c50e,1,1,0,0,0.0,2018-01-15,1
CAMP_005,11d952f7b426226c968e95da4f99783d,1,0,0,0,0.0,2018-04-06,1
CAMP_007,b0af01f9dffde5df4749042a8ef0c77d,1,0,0,0,0.0,2018-07-25,1
CAMP_003,a3c6251f883470e35b3b0b8338e14446,1,1,0,0,0.0,2018-07-24,1
CAMP_005,de5a3ee2788b0745f72d262caa6a91a6,1,0,0,0,0.0,2018-04-12,1
CAMP_001,30b4c4127d58e284b0e23035af55848c,1,1,0,0,0.0,2018-02-22,1
CAMP_003,0c655960fc75a40b5af26e232a3d5526,1,1,0,0,0.0,2018-07-30,1
CAMP_004,cb7d6970d2b2cc89fdeed002017079f4,1,1,0,0,0.0,2018-02-21,1
CAMP_008,b10d4eb231dca14eceadc918477ae8ff,1,0,0,0,0.0,2018-03-07,1
CAMP_002,f08dd31e4b7d59c4a80c1eba48355547,1,0,0,0,0.0,2018-04-26,1
CAMP_003,5a77d3e9231351d3a4ea54c3fe824e79,1,1,1,0,0.0,2018-06-28,1
CAMP_004,024ab36a6207906cf0d2767466419017,1,1,0,0,0.0,2018-07-10,1
CAMP_008,ce05c653348a8e630ebbb1fd1e0968d2,1,1,0,0,0.0,2018-06-25,1
CAMP_007,14de92b13bf9340bf251dad9dc03bdaf,1,1,1,0,0.0,2018-03-08,1
CAMP_001,018b0a8d048e41f2d1f55e56dcbd335c,1,1,0,0,0.0,2018-03-23,1
CAMP_002,70d12eadbc6f55d36dc712fef5317ff8,1,1,0,0,0.0,2018-06-14,1
CAMP_007,781686ab28fa4aa5816b213c5a7d2a5b,1,0,0,0,0.0,2018-01-08,1
CAMP_001,ac63062a6669add32041c1f6dacc0057,1,0,0,0,0.0,2018-07-14,1
CAMP_007,164fce8a57bafc2af24afeacc741880c,1,0,0,0,0.0,2018-02-23,1
CAMP_003,0f9f321be72b164e312f125825e9aa44,1,0,0,0,0.0,2018-06-16,1
CAMP_008,f913da7929a5d5dd230647c22c46fd5e,1,0,0,0,0.0,2018-08-21,1
CAMP_003,8135e811f7ddf66951e1faa7cd56be6f,1,0,0,0,0.0,2018-07-23,1
CAMP_004,12e4e335d3d642e94c8c0950516aa9a0,1,0,0,0,0.0,2018-02-06,1
CAMP_006,461691a7d9d67eeb8392ecc44031fe30,1,1,0,0,0.0,2018-02-02,1
CAMP_002,3a549cd879a78f4e306e3b3a61e81099,1,1,0,0,0.0,2018-01-13,1
CAMP_005,aca2ea577306b79f86204117d99edb65,1,1,0,0,0.0,2018-08-26,1
CAMP_005,58342363392a944b31562a971498bc9d,1,0,0,0,0.0,2018-01-07,1
CAMP_007,81865792a5df52436b4e759b4ba21412,1,1,0,0,0.0,2018-06-08,1
CAMP_008,2bf954679d98f1c38e01d8afd15e5012,1,1,0,0,0.0,2018-01-16,1
CAMP_006,ab1aa122b9560410e838121a90083f30,1,0,0,0,0.0,2018-05-16,1
CAMP_004,81e5fcd4b5436bb7e3eefd166f7bc489,1,1,0,0,0.0,2018-08-17,1
CAMP_004,3f4b43837ce985f543e9519780d8fcfc,1,1,1,0,0.0,2018-02-27,1
CAMP_004,71ecba3c7c26d1bc0fc74c02a74ab1ee,1,0,0,0,0.0,2018-07-12,1
CAMP_007,3a04ed9e9a9af78e22bd6b10e2e4d3dc,1,1,0,0,0.0,2018-06-30,1
CAMP_003,37c759db8acec627a386cd7983075479,1,1,0,0,0.0,2018-06-16,1
CAMP_002,a810d4c1794f8aeb5a7774c85cfe1700,1,0,0,0,0.0,2018-04-30,1
CAMP_003,3dc5aac2bd6aa40693a55c0ddd5c6b72,1,0,0,0,0.0,2018-02-16,1
CAMP_001,f27f57cb6460c62ec4ec44ef439c5914,1,1,0,0,0.0,2018-04-01,1
CAMP_001,dd9cae32c7b8c3bc6cb44200bb8f9b30,1,1,1,0,0.0,2018-02-05,1
CAMP_001,cf26c0ed98d29abab5c9fe2643f88d19,1,1,1,0,0.0,2018-07-20,1
CAMP_007,7cafce5e7504c37c1e9fff36d4eae6a8,1,1,1,0,0.0,2018-07-25,1
CAMP_006,1e94ccce836082ef728f8afbb62b74f7,1,0,0,0,0.0,2018-04-03,1
CAMP_006,c398a258ca1af5f3da8ae5504e24828e,1,0,0,0,0.0,2018-04-14,1
CAMP_004,1f4f09ffd3fd8fc7017d2014b619f93b,1,0,0,0,0.0,2018-01-13,1
CAMP_006,102dd31ab68cc7c43e9de66ad9491184,1,1,0,0,0.0,2018-05-09,1
CAMP_002,6aae4ee77ee637d5b060e0f9a38764d9,1,0,0,0,0.0,2018-04-07,1
CAMP_008,84c8c83e0d6e57ddbe312672c05a998d,1,0,0,0,0.0,2018-03-04,1
CAMP_005,1ee25b4dd2916ecfc643f05ae869b8d3,1,1,1,0,0.0,2018-06-06,1
CAMP_008,dfaeedb50d4f20b01551db05f8c0691d,1,0,0,0,0.0,2018-06-03,1
CAMP_002,523366b9899aa70ec24c372c3ac27805,1,1,0,0,0.0,2018-01-24,1
CAMP_004,74bcbbef1321b49ab28427bca1226089,1,0,0,0,0.0,2018-05-07,1
CAMP_006,a5c38c4617276bde11eaa20396bc0859,1,0,0,0,0.0,2018-05-28,1
CAMP_004,6b3c2745810041b445d3c8754500f292,1,1,0,0,0.0,2018-06-30,1
CAMP_004,2b289dc25b5f473ec797c9b4d7bc7129,1,0,0,0,0.0,2018-07-18,1
CAMP_002,b7f315b3996b39b6a1aa3736c4c845e0,1,1,0,0,0.0,2018-06-07,1
CAMP_004,1fdaf39bd79c89dd99473afeddbcf9e7,1,1,1,0,0.0,2018-08-27,1
CAMP_002,6963fcaa55875dfdc09d7faee1a6f445,1,1,1,0,0.0,2018-03-03,1
CAMP_003,8a4888387ffe877c74ae212624ce5f52,1,0,0,0,0.0,2018-04-21,1
CAMP_006,80636347f037db2d8e3cbe3b7a34c120,1,1,1,1,239.17,2018-05-19,1
CAMP_006,0c32aa09e8eced3ea26c2a013b7b75e9,1,0,0,0,0.0,2018-03-09,1
CAMP_005,0d0e54b63022739efa62611df8a184e8,1,1,1,0,0.0,2018-07-07,1
CAMP_003,7963459306130998fc270547a845e35c,1,1,0,0,0.0,2018-01-05,1
CAMP_008,eb7ca6e58feb6dcdc25fa6250e34bb56,1,1,1,1,99.67,2018-01-20,1
CAMP_001,386c03456ececaffc5a1117fa02d6a39,1,1,1,1,114.27,2018-05-28,1
CAMP_003,b8bdd8a2f61418b49d7b8c036673db3e,1,0,0,0,0.0,2018-08-31,1
CAMP_001,490181818ec661c6afd91ca1ff0ee049,1,1,0,0,0.0,2018-04-30,1
CAMP_003,86cc133dc42f417db70b18db9af1f588,1,0,0,0,0.0,2018-04-29,1
CAMP_008,86c784df61be3f1ad4d8d152011b956f,1,0,0,0,0.0,2018-06-21,1
CAMP_003,6c20a0d058797463344295d2df549503,1,1,0,0,0.0,2018-01-31,1
CAMP_008,c2b1c4043b4aaccf370ba164628bf181,1,1,1,0,0.0,2018-02-04,1
CAMP_004,24c1bbbecb16d2be7ff3b7939afe7ecc,1,1,0,0,0.0,2018-05-21,1
CAMP_006,926acce2df094751c508817e67be5e5a,1,0,0,0,0.0,2018-05-21,1
CAMP_004,f0e7fd85ce6faefbbe702610fb48dd2a,1,0,0,0,0.0,2018-01-02,1
CAMP_003,26b6cdb1528246ada071a629dac5fee1,1,0,0,0,0.0,2018-02-13,1
CAMP_007,acc38a550c42d17125cd25c32a464d26,1,1,0,0,0.0,2018-04-02,1
CAMP_008,a42b40d38a7f36ac266f23c79453c549,1,0,0,0,0.0,2018-07-12,1
CAMP_003,488e5140616b8715d96feabd8d1e2213,1,0,0,0,0.0,2018-02-27,1
CAMP_007,482100e419953116ee03dca7416277e0,1,1,0,0,0.0,2018-06-20,1
CAMP_003,22dbde006daf8ad7c9335c2c286d2ab9,1,1,0,0,0.0,2018-06-10,1
CAMP_006,4b3f881316f66630e2dc4868efd08e55,1,1,0,0,0.0,2018-08-13,1
CAMP_007,b1d0297f0896da1e7c072ff21e4db182,1,0,0,0,0.0,2018-07-05,1
CAMP_004,256187f83f10d50f61e0e565943d2687,1,0,0,0,0.0,2018-02-06,1
CAMP_006,5bb8cdfb477b265ee4a460fcdfa5d0e4,1,1,1,0,0.0,2018-02-10,1
CAMP_003,628657de2faa40af2535b4adf8e7b8ac,1,0,0,0,0.0,2018-07-28,1
CAMP_001,6a3aeedca3ea85cf215bf10009b013af,1,0,0,0,0.0,2018-05-04,1
CAMP_001,67376b5d0924ea581b587d0ef8032fd3,1,1,1,0,0.0,2018-07-25,1
CAMP_004,fb64c8672219488ed6f07db6740567d9,1,1,0,0,0.0,2018-07-13,1
CAMP_008,e981cdb906f62ba7b18d1a3e54abccf9,1,1,0,0,0.0,2018-04-22,1
CAMP_002,17939095f7758a7efd90c871a47d2d36,1,0,0,0,0.0,2018-06-14,1
CAMP_004,763d19266fad3c4720da38d5764b5317,1,1,0,0,0.0,2018-01-07,1
CAMP_006,4931506dc6ca25b3d8f4345d82f02b15,1,0,0,0,0.0,2018-06-05,1
CAMP_002,b6862b461ae74dffcaa67eae0a5360f7,1,1,1,0,0.0,2018-04-18,1
CAMP_006,13d5564cf2901c72e00fb2e2344a98a3,1,0,0,0,0.0,2018-06-06,1
CAMP_003,569aa12b73b5f7edeaa6f2a01603e381,1,0,0,0,0.0,2018-03-25,1
CAMP_007,8cfda3456acc1d222d4d3b7b3a48923e,1,1,1,1,189.46,2018-02-10,1
CAMP_005,849122934180a2acbf15ce35d9b27bb0,1,0,0,0,0.0,2018-08-27,1
CAMP_005,b9061c4ac61e7ffab8969a9930a34a2a,1,0,0,0,0.0,2018-01-11,1
CAMP_002,4a1e958e2fc7b176c07b3b7fb071a897,1,1,1,0,0.0,2018-07-01,1
CAMP_004,dbf27222f9c7369aaebf2fe82abf4b49,1,1,0,0,0.0,2018-07-03,1
CAMP_007,2b18ce67b0eecc6b8f099bfdaabf545b,1,0,0,0,0.0,2018-03-12,1
CAMP_001,3e0a8e38dfb4751da3a8412ffe077631,1,0,0,0,0.0,2018-03-25,1
CAMP_007,c7e928c4346d37e393237d9f91139f24,1,1,0,0,0.0,2018-07-16,1
CAMP_004,da0dbac492368d9e11797682413227cf,1,1,1,0,0.0,2018-06-21,1
CAMP_006,657ad7b3b7a1c9c9bc3fb26bca5b6738,1,1,0,0,0.0,2018-03-17,1
CAMP_006,d38fbef1736e1ae87e8ed4e3759887f9,1,1,0,0,0.0,2018-06-05,1
CAMP_004,baa7ef22b7e752ead13c75802568a44d,1,0,0,0,0.0,2018-05-10,1
CAMP_003,56d66b54e3a3549a1865d46cd0ec16e2,1,0,0,0,0.0,2018-02-10,1
CAMP_006,dc7329494bcf58a353c1fece65a73aef,1,0,0,0,0.0,2018-04-24,1
CAMP_002,f3721d5f2726f98eecd6f6545705ed68,1,0,0,0,0.0,2018-05-27,1
CAMP_005,023f426e28a212b8328b41649a2b1a05,1,1,1,0,0.0,2018-03-12,1
CAMP_001,e440787673386c80d6a962882c5eddac,1,1,1,1,25.0,2018-03-22,1
CAMP_006,9f0db3c84e4abda5988e129be3fd2ec2,1,1,1,0,0.0,2018-07-03,1
CAMP_006,d05fdf65460ea1bf8735cd5843c3d97d,1,0,0,0,0.0,2018-01-31,1
CAMP_001,fbcf24291837ef48c4312e2a5ac6c4bc,1,0,0,0,0.0,2018-08-21,1
CAMP_007,2ce3418cd7badcaed052068125c64b87,1,0,0,0,0.0,2018-04-14,1
CAMP_004,655db3d56ba076f60122bf9f4268310b,1,1,0,0,0.0,2018-08-31,1
CAMP_007,735d40216b665dcc9cbe088420b1b80e,1,0,0,0,0.0,2018-08-20,1
CAMP_001,37466c67c3becb974e230f418df28055,1,1,1,1,81.21,2018-02-20,1
CAMP_002,2e9a4479b5b973a6def2a583770d0dba,1,1,0,0,0.0,2018-01-04,1
CAMP_004,8f0eb363ad943a36b7091034f29b508e,1,0,0,0,0.0,2018-03-22,1
CAMP_002,e7bf2599abad3230657a9b520ec337e2,1,1,0,0,0.0,2018-07-17,1
CAMP_003,f24197228c953988bccf195cc75c624a,1,0,0,0,0.0,2018-03-04,1
CAMP_006,9c6d91038516f711fbe3e9ce6aa1e0e8,1,1,0,0,0.0,2018-05-31,1
CAMP_002,c4727b31f6dae15654a8a097c91abe75,1,1,0,0,0.0,2018-05-22,1
CAMP_006,2aa9325eab1676f4d62830f004d67a34,1,1,0,0,0.0,2018-01-24,1
CAMP_001,459750d77f1b60728d05658220c0fa04,1,0,0,0,0.0,2018-01-21,1
CAMP_002,58fd3b39b14263b46ebf8c1241c3cb54,1,0,0,0,0.0,2018-07-03,1
CAMP_005,086f85b4c326262b4fcaa419914c949a,1,1,1,1,242.24,2018-03-22,1
CAMP_007,b36699e87b94d0d045c0e0800279f429,1,0,0,0,0.0,2018-03-30,1
CAMP_002,2f3ecbc62c802caa1d2796ff511703fb,1,1,0,0,0.0,2018-02-12,1
CAMP_003,4a4898a4f30c29ce15e60920dfb359be,1,1,1,1,179.81,2018-04-12,1
CAMP_008,d4dc0ed903f7bc74a2e69d61f602d2cf,1,0,0,0,0.0,2018-01-06,1
CAMP_008,266398d6cda9f76c3d993d63287141f1,1,1,0,0,0.0,2018-03-25,1
CAMP_005,a9d935a890e7b3d7a15dc0ed603b1af9,1,1,0,0,0.0,2018-01-29,1
CAMP_004,a3784be0a99a72cf41fe1b05298673dd,1,0,0,0,0.0,2018-05-23,1
CAMP_003,1f6fc131f9f008a0a25d88d49f5f49b0,1,1,1,0,0.0,2018-03-28,1
CAMP_005,a4238bd7610115c6ba248432a104766a,1,1,0,0,0.0,2018-07-30,1
CAMP_005,b34319e6e3b4ca65bd3d0990d9ec340c,1,1,1,0,0.0,2018-05-03,1
CAMP_003,ef9fdb355684024c1aa834c328980e9a,1,1,0,0,0.0,2018-01-23,1
CAMP_001,5d88f4d1a80fc3ac61f3f1e101245d34,1,0,0,0,0.0,2018-08-14,1
CAMP_002,b95153385c33bb840b160a514e38f71b,1,0,0,0,0.0,2018-03-21,1
CAMP_008,118e3b2dff5a302828822e8f8cca5aea,1,0,0,0,0.0,2018-03-02,1
CAMP_004,9d9f5c03dc7ff5eb5931407d9882a3a5,1,1,0,0,0.0,2018-01-26,1
CAMP_004,167aa35daafb6a7f9a6093d6b2591276,1,1,0,0,0.0,2018-05-20,1
CAMP_004,0f9f321be72b164e312f125825e9aa44,1,1,1,0,0.0,2018-01-16,1
CAMP_007,6cd478432b3e6e414b3d01e54870e371,1,0,0,0,0.0,2018-03-30,1
CAMP_001,791f2253e254ec795277b1effec927c6,1,0,0,0,0.0,2018-06-07,1
CAMP_001,bb99e6ae642f462d7bf05db05fc9aa11,1,1,0,0,0.0,2018-04-15,1
CAMP_003,72257c3a06b3f5851d40c70240f4e322,1,1,1,0,0.0,2018-05-02,1
CAMP_004,1afe3c583e3f9c72844acc5cdc67f86e,1,1,1,0,0.0,2018-04-26,1
CAMP_006,f6f8020bc407845a385390e6c0b194d3,1,0,0,0,0.0,2018-08-16,1
CAMP_004,55216b33e90f01b5e801f5f3c59acfd5,1,0,0,0,0.0,2018-07-10,1
CAMP_004,d636819974225176f4e4983badc49539,1,1,0,0,0.0,2018-01-18,1
CAMP_008,1770f006974ee2b72702abd4094f5ab4,1,0,0,0,0.0,2018-03-20,1
