review_key,source_product_id,product_name,category_name,review_date,rating,review_text,sentiment_label,sentiment_score
7238ee57c68c1d095dcedd6d918863e441931eb56ec5e8e991fcb0ac5346ae9a,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-01-24,4.0,I really like this tablet. I would have given 5 stars but sometimes you have to push start several times after you unlock the screen and it is a little annoying.,Positive,0.5
3fb04cff987dc353ac21ef59e4c06448a81ad05318ae74c54f8a9a63dce44f13,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-01-24,5.0,Great video quality lots of fun apps fun for the whole family,Positive,1.0
e2341b1b18240ad56c86fa1194ef32e9d38e32f4e4e830ef9bfff8999d679250,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-01-24,5.0,Love love love my kindle fire 8.....this is what my 9 yr old granddaughter said when I bought this for her at Christmas..we have purchased kindled in the past but this one has been the best....love the fact that you can now use a memory card in it...that helps so much when you use it for books...games...music and viedos...thanks,Positive,1.0
cc8f53b5a4f9fb76a11196d8d7f0451a44e6d119d11804e8524b1ddcab4d8902,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-01-24,5.0,"Excellent tablet with nice screen. I wish Amazon would pre install the play store, this would have been perfect.",Positive,1.0
d6057f0157b533ab1f8706c25249c0065a37cd853cf5e20c2f457ad941e719c3,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-01-24,5.0,"Preloaded with the reading app from Kindle but expandable with other apps. Perfect for travel. Carry your library, games and productivity apps in a small footprint.",Positive,1.0
42b216e10d29421bb471cece93f31b4bc9976165256cf55eaa6f5489eef81502,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-01-24,5.0,"Very happy with this product and easy to use..picture is clear, takes great pictures..",Positive,1.0
dc0708323ff0865657c3f47b4bffa96de7710dfc6e4ec2b234329a151eb1b0c4,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-01-24,5.0,"My grandchildren are home schooled and utilize the tables for many learning apps! They LOVE using them as it makes them feel ""so grown up""! The tablets are a great leaning tool and they are receiving many benefits from them!",Positive,1.0
3846d97c32d1d082b910b164f9b41be627f197f0594c8884ba5112a048647556,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-01-27,5.0,"Great size, easy to carry for traveling. Need to spend more time Looking into apps for contact manegement, interactive calenders and most important, music storage and use.",Positive,1.0
88ddc803e92f54e163ed2466130c26b9fa621bad4002a591862d803482bc634e,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-01-27,4.0,I purchased this when my last tablet died. It meets all basic needs and the price was great.,Positive,0.5
eb19b44918079e3e4aa5b46e1727af3ca3cd6f0749d310cf1d6fb774230e9b7c,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-01-27,4.0,"Perfect for downloading and reading books !! Perfect size and has a nice, bright screen.",Positive,0.5
cb6f2a37b53387d5ecd8c4a41e2650411407e5994d74184d7637c9317622209a,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-01-27,5.0,I was surprised when I learned of the capabilities of this device. Now my husband has more access to his desktop and I am doing things which I couldn't on his device.,Positive,1.0
4da32595808ff2accc3b5dad8139b9b319977244b90deab05e10bccfe175f7e3,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-01-27,5.0,I got it for my son. Its user friendly and durable.,Positive,1.0
494cf21fe4aae54848797d6f183593d5e36d837daf491b0a438b9e59564daaf9,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-01-27,5.0,"The visual quality on the Fire 8 HD is amazing. It runs very fast and is easy to use, very durable.",Positive,1.0
11ac75285e5713b9e7d7512e1017e193895258a67f44f6b7b947f46fc78757bb,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-01-27,5.0,If your looking for a affordable gift this is it!.,Positive,1.0
4bd07527f176cd4e0000aa11dfd3db38f6bfeca58dc31572eee7132ee11e266f,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-01-27,5.0,"This is a great tablet for the price, would recommend it to anyone looking for a basic tablet.",Positive,1.0
2492ad94daa7e1261a6e398d847b66b7da9c1acbde2dbd5580abe9cdd7f8ac7f,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-02-03,4.0,Works great. Love the portability of books. Overall great product,Positive,0.5
eab579db0a188c305de0e6ab300c5219bde9f0e648e358d157d55ff770ea0e48,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-02-03,5.0,I am still learning all the things I can do with my new Kindle Fire. It is so much better (lighter in weight and easier to use) than my old tablet.,Positive,1.0
17f555d8ff977747e5a7b2653ed8a9ede5d4134f6b8a46087ab26be27caf05dc,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-02-03,5.0,Just the right size for reading books and playing some games.,Positive,1.0
0e49fbfc187735dae9ab9eb523590db85b6cdba9381290a6ff38d4d07d6d90e9,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-02-03,5.0,I love everything about this tablet! The imaging is sharp and clear. It's fast and light weight. Love it!,Positive,1.0
24cd4ea9a06773f6968cf933a847db1112a4751e19343de71b173affd032a6ed,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-02-03,4.0,Overall a nice product for traveling purposes Value for money,Positive,0.5
0e64abec2f61dbd43cfd800332a73cb3d5d211e50dbec53fad3c578c3d9e1f17,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-02-03,5.0,"My children love this table great quality of pictures, excellent camera",Positive,1.0
5b2865806b85d2b9065b3a0e7b540aaa7b8a07515c5fd5d4acfc4c7982246cc8,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-02-03,5.0,I bought 3 tablets and my family was not disappointed.,Positive,1.0
fe35662202ee73d8efe9a510e05290df598aaecb1fd0e075709138ad31a32d79,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-02-03,5.0,Great tablet fast screen good size never gives me problem,Positive,1.0
d4e8f46d793d0f80ae373289cc190eaf05994880ae94e2d727082f66e30734a3,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-02-06,4.0,"Bought this for my 87 year old grandmother who wanted to be able to play games and read books from the library. My aunt lives with her and can help her use it so its perfect for that type of user. After playing with It, I would consider it for just about anyone other than a hardcore user that wants the latest and greatest tech. if you are tech saavy, you can do more with these Fire tablets than advertised.",Positive,0.5
4f4e6a2da64d27564cfc823b834726060af419390bfc753035bdcc45d4cde1a2,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-02-06,5.0,This is exactly what the person wanted as a gift and she enjoys using it.,Positive,1.0
c1c40d74ab3a256b77ca93fc923965e22a1fad498b8f23e9d2ff51a12ad32799,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-02-06,4.0,Does all basic functions of a tablet. Hardcore users may want an iPad.,Positive,0.5
3dc7f3e1608344e5394c5de3516b28ff9feab4da42242c3b47be3d8ae01beb2b,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-02-05,4.0,Works great for a simple tablet. Not a huge fan of the silk browser but it could be worse! I am very happy with my purchase!,Positive,0.5
4b9fa141890f57ebb7f48fd2c2c46dadfbb53170b08c257e4e3da818b0424743,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-02-05,5.0,It's fast and easy to use. This is my second kindle fire .,Positive,1.0
7930aa619e41cbbb31ce17048e5cba638c994fc0c16a2878bcb37c420c9e4ed5,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-02-05,4.0,More flexibility than a Kindle and bigger screen. Like it because I can surf the web and download and read books.,Positive,0.5
76eb5d93568258997c87222c8e727a6d74a0ff0e679c9d92d59d505050899df0,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-02-05,5.0,"For the money you cannot beat this tablet. Full of features, picture quality is great, and very fast speed while using the internet.",Positive,1.0
07f09ae60e8ba7f8cc80db22c69b782b1e4af2d2abb60b9b552baad9cb7557e3,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-02-05,5.0,"Easy to use, solid build, sharp HP screen for movies. Who needs more?",Positive,1.0
74b24040edced94f0c5d3decf2ffc90ef33ca6d1cee9e500d02816914013d998,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-03-20,5.0,Tablet is perfect for beginners who just want basic,Positive,1.0
9b07bce30f29236ab8ac3045f7b100af29446c94b1b7d56361d0a309181f368c,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-03-20,5.0,"this is my first tablet .. love it .. actually read my first e-book on it .. large screen, easy to read & play games .. fits nicely in my purse",Positive,1.0
1ea736b986207f3daba7d2d0433c33b82eee0a2e553822eb8ed2869ec1c49c30,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-03-20,4.0,This 8 inch Fire is definitely better than the cheaper 7 inch. It works fine enough for teens to play games and watch movies.,Positive,0.5
d54239ea6652ae965abe3b0844cbff7d664cfa1bedd09b79518fb9efeb51b23a,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-03-20,4.0,"Great tablet for under $100. Does not have the highest specs, but gets the job done for lite tablet users.",Positive,0.5
704ad0736e5980f3be24c39b0b0aabf29e91dd8c72819006a74fe8bb23036886,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-03-20,4.0,"I purchased the kindle fire because I needed a entertainment only device for long flights. This device is the perfect size for travel and easy to use and set up with your Amazon account. It is worth purchasing a Fire tablet if you are an Amazon Prime member. If not, I would not recommend it because the available apps are limited . My only complaint about this device is that if it freezes it is difficult to reset.",Positive,0.5
5a5e61057343ec4ac3f1ffca0df207da700c595e4fa1300e0b8df2702095e793,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-03-19,4.0,This fire tablet has long battery life. Reasonable fast,Positive,0.5
4d1c764fbd9a10863531263d08062387a56c4d4d8c13baf9ff9d6bd8e2c5f9a0,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-03-19,4.0,Got this for my wife and she loves it. She had the previous generation and this one is a giant keep forward.,Positive,0.5
d19934d3ab7b62be0951426bbb1fad5033065a93599abfa69992cd8a32d61777,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-03-19,5.0,Sleek packaging easy set up and great for anyone who wants a e reader with more to offer.,Positive,1.0
76f0da99f3f091c7cb5f71773008101873623275bba7e86b3ffc4af6bd24cba3,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-06-03,5.0,Best and most affordable option of all the Kindle devices available.,Positive,1.0
95dcbebd8d51b979b9dc65adbbf56822a64873f9c4551dabc2dd03456c36fa24,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-06-03,5.0,"I did not want to get a new kindle but my old one would not charge or show a charge anymore. I could not depend on it for any length of time so I finally broke down and bought a new one. I am very happy with this one. I was afraid I would lose my music and photos since not all came from the Amazon store. However, everything I had on the old kindle transferred to the new one. I am still learning all about it but so far so good.",Positive,1.0
f4161e9d804c4ddaf0a4250260ed441d379d0cccba7ba6058f836c29f129c557,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-06-03,5.0,My daughter likes this tablet to play her online games!,Positive,1.0
04202e934a2b66ab662b9ee75314c4d9d7a8626920415c62fcb30a06a0eb8646,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-06-03,4.0,Easy to figure out and used it extensively on my vacation.,Positive,0.5
49403b87294f48493f9272311e8cedc4c7d4e9708e32b246922236aca46a8641,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-06-03,5.0,"Excellent tablet to leave at my easel and display reference photos. It's light enough to velcro to a articulating stand (so I can position the tablet right next to my canvas). It's cheap enough to not worry about. I love it, for the price.",Positive,1.0
f0896dfce5823f2326801d701cc1c791131d0984c0f9edb1a10a24b5a0559812,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-06-03,5.0,I bought this wanting for books comics and movies and it has not disappoint ever since,Positive,1.0
f7afc286a130ed8043f438adc7610beb11ca2d10cd46cb78e4c06a24fb0c0ff0,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-06-03,5.0,My 4 year old Grandson loves his Kindle. He had to have one after his sister got one.,Positive,1.0
253dd48e03ed0b2575ec962874970ec00f3877a6e02bcb6ed3d35c10586f0e15,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2017-06-03,5.0,Easy to use. As a beginner I found this pad very good. Enjoy the kindle app.,Positive,1.0
7be2524f0661e093e5a82074b322ff96913932f93ffc7a3c014cb64f01dde7af,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2016-12-15,4.0,This Kindle does what I need it to do. The camera could be better but overall I am pretty happy with my purchase.,Positive,0.5
d167a1bbbf898e85fa529bc7b2f2bb9e94a8589b252558b17f759d8e03228884,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2016-12-15,5.0,Purchased this for my daughter to do more reading. It has so much more options for her if she wants.,Positive,1.0
7c5b460425d4b4640970efd3f773111c8b7ba354011b48c5f14d7e1e159aee7c,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2016-12-15,5.0,"this is a great tablet for the price. my kid loves it ,does alot reading on it.",Positive,1.0
9ad167293ab307db3cad878877f012e4b50e1e5ecde4d08fb991adc082c87e3d,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2016-12-15,4.0,I was really hoping that this would be faster than some other inexspensive tablets I've had. I mainly use it for email though and it does the job.,Positive,0.5
100536e938a54f791174d9707a885daf409bf9815dcaeb35b7f64912b72c1f56,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2016-12-15,4.0,Bought as a Christmas gift for someone. I bought iPad as well. Will update when it's used.,Positive,0.5
f54b679908242d3bea353842bf1b7e348993a943f986a8c07ebab97df07d2682,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2016-12-15,5.0,Great tablet for the price. It is easy to navigate.,Positive,1.0
fb8c6adfafd707cbe107030bff5efc3b220e08753753f4a3fe8a4b50076e00fb,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2016-12-15,5.0,I believe that this will be very useful during my husbands recovery from foot surgery.,Positive,1.0
be695a36e704712c126475317e538f8b39bfb8290ace5dbbd9de3d86b224dcb9,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2016-12-15,4.0,This is something that is useful if your looking for something to take along trips,Positive,0.5
f82e69a8c1ab85b9256a69a54161f562ade44c3a1583c241eab7d7204592817d,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2016-12-16,5.0,This is a wonderful device. I love the extra capabilities and apps.,Positive,1.0
5c992f58f57d188dd905870a169f74b818243ed5a479c908ee5c69f09084a68c,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2016-12-16,4.0,Decent tablet. Access to kindle and pretty much all your google apps.,Positive,0.5
ec3ce0f2a2018b00bb0ce5d72da69e4fac91f64fa097ca4cbef7a2bf1a56b7b4,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2016-12-16,5.0,I am very happy with this tablet. The worst thing is that my steals it all the time. Lol,Positive,1.0
000890cc5f65908b6fb7b4d3c2f0dc7bc65ac62ea84084f82b5ca0733b35dadb,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2016-12-16,5.0,"A family member has vision problems. They had seen/used the Kindle of another family member - especially the ability to scale text. This device will make it possible to read, which she has had extreme difficulty doing.",Positive,1.0
e79eb0c2fca8a03b7557b9ba4ca80ac673a7002df705b0e53fd1847b8036770a,AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",electronics,2016-12-16,5.0,Easy setup and connect to WIFI. Great viewing area. Easy to read in bright places.,Positive,1.0
